Year Built,Basement Area (sqft),Living Area (sqft),Total Room,Garage Cars,Yr Sold,SalePrice,Garage,Age (years)
1993,1594,1594,6,2,2007,188500,L,14
1993,1148,2075,8,2,2007,255000,L,14
1976,1680,1680,8,2,2007,136905,L,31
1966,1093,1093,6,2,2007,158500,L,41
1973,1242,1242,6,2,2007,175500,L,34
1963,1052,1052,6,1,2007,127000,S,44
1967,949,1107,5,1,2007,127000,S,40
1967,1214,1214,5,1,2007,143000,S,40
1965,1073,1073,6,2,2007,156000,L,42
1958,1024,1344,6,1,2007,144000,S,49
1964,1728,1728,10,1,2007,119000,S,43
1964,0,1224,8,3,2007,103000,L,43
1960,978,1422,6,1,2007,139900,S,47
1960,958,958,5,1,2007,151500,S,47
1960,1065,1065,6,2,2007,126500,L,47
1958,588,1138,6,1,2007,145000,S,49
1958,912,912,5,1,2007,120000,S,49
1956,894,1074,6,2,2007,124000,L,51
1959,0,882,5,1,2007,106500,S,48
1961,864,1187,6,2,2007,140500,L,46
1961,964,964,5,2,2007,137500,L,46
1960,894,894,5,1,2007,117600,S,47
1966,1174,1200,6,2,2007,163500,L,41
1965,1042,1042,5,2,2007,161000,L,42
1964,1302,1302,7,1,2007,158000,S,43
1964,845,2154,8,2,2007,224500,L,43
1964,1130,1374,7,1,2007,147000,S,43
1959,1592,1652,6,2,2007,200000,L,48
1960,1144,1429,7,2,2007,181900,L,47
1959,1063,1327,7,2,2007,150750,L,48
1962,0,1224,6,2,2007,101800,L,45
1950,932,932,4,1,2007,124000,S,57
1940,822,908,4,2,2007,138500,L,67
1946,0,334,2,0,2007,39300,S,61
1946,666,666,4,0,2007,64500,S,61
1945,370,670,4,0,2007,64000,S,62
1958,808,808,5,1,2007,112000,S,49
1964,816,1977,9,2,2007,165000,L,43
1955,1078,1150,6,1,2007,144000,S,52
1948,928,1920,10,2,2007,137000,L,59
1941,768,1376,6,1,2007,105000,S,66
1942,728,1644,7,1,2007,146500,S,65
1968,1560,1560,8,3,2007,126000,L,39
1966,793,1280,6,2,2007,175000,L,41
1961,1218,1254,6,2,2007,158500,L,46
1958,912,912,5,1,2007,114500,S,49
1958,874,1524,7,1,2007,144000,S,49
1965,1021,2380,7,2,2007,129000,L,42
1957,936,936,4,1,2007,141000,S,50
1956,1008,1008,6,1,2007,131000,S,51
1963,1053,1053,6,2,2007,142100,L,44
1958,1056,1056,6,1,2007,139000,S,49
1958,1442,1442,7,1,2007,157900,S,49
1954,1056,1056,6,1,2007,139400,S,53
1957,1244,1244,6,1,2007,150000,S,50
1960,1144,1144,6,1,2007,120000,S,47
1957,1331,1721,8,2,2007,174850,L,50
1957,922,922,5,1,2007,116000,S,50
1956,1048,1048,6,1,2007,135000,S,51
1970,1657,1657,7,2,2007,163500,L,37
1955,1204,1411,7,1,2007,130000,S,52
1955,1216,1216,5,1,2007,129500,S,52
1953,864,1154,6,1,2007,142000,S,54
1958,1560,1560,8,2,2007,128600,L,49
1952,948,948,5,2,2007,125000,L,55
1953,1040,1040,6,1,2007,136000,S,54
1953,1008,1008,6,1,2007,134500,S,54
1956,925,925,5,1,2007,127000,S,51
1955,384,1360,6,2,2007,130000,L,52
1955,1190,1540,7,1,2007,115000,S,52
1955,923,925,5,1,2007,116900,S,52
1956,928,928,4,1,2007,132000,S,51
1953,1105,1647,6,1,2007,153000,S,54
1952,924,924,6,1,2007,112500,S,55
1890,925,1544,7,0,2007,138000,S,117
1949,845,893,4,2,2007,135000,L,58
1953,1216,1728,7,1,2007,156000,S,54
1935,666,3086,9,3,2007,301600,L,72
1940,735,1034,5,1,2007,109000,S,67
1956,882,882,4,0,2007,103200,S,51
1925,1151,1281,6,2,2007,128500,L,82
1927,656,968,5,1,2007,64500,S,80
1895,736,1534,6,0,2007,148000,S,112
1920,691,691,4,1,2007,86000,S,87
1963,725,1651,6,1,2007,172000,S,44
1961,920,888,5,1,2007,120000,S,46
1968,952,952,5,1,2007,128500,S,39
1969,1040,2080,9,2,2007,135000,L,38
1949,672,924,6,2,2007,122900,L,58
1948,1082,1082,5,1,2007,119200,S,59
1949,1040,1846,7,1,2007,143000,S,58
1950,876,988,6,1,2007,119000,S,57
1950,864,1238,6,1,2007,102000,S,57
1950,864,864,5,2,2007,129000,L,57
1960,1010,1134,6,1,2007,135000,S,47
1959,1040,1040,6,1,2007,152000,S,48
1958,1170,1170,6,1,2007,140000,S,49
1960,1242,1242,6,1,2007,152000,S,47
1960,1377,1377,6,1,2007,156500,S,47
1961,1800,1800,10,0,2007,141000,S,46
1961,0,925,7,1,2007,99000,S,46
1964,822,1851,7,2,2007,187000,L,43
1962,864,1812,8,1,2007,169500,S,45
1962,864,864,5,1,2007,125500,S,45
1962,896,936,6,1,2007,130000,S,45
1926,850,960,5,2,2007,103000,L,81
1910,264,1432,7,2,2007,132000,L,97
1927,845,1296,6,2,2007,127500,L,80
1922,1022,1022,4,1,2007,89500,S,85
1980,936,936,4,2,2007,140000,L,27
1920,967,967,5,1,2007,99900,S,87
1885,641,1047,6,1,2007,100000,S,122
1940,808,1072,5,2,2007,130000,L,67
1900,680,1174,6,2,2007,135000,L,107
1948,649,1183,6,1,2007,120000,S,59
1937,907,1131,7,2,2007,89471,L,70
1900,570,1141,6,1,2007,85000,S,107
1920,960,960,5,1,2007,108500,S,87
1900,1075,1798,7,2,2007,137000,L,107
1945,686,866,4,0,2007,110500,S,62
1923,968,968,5,2,2007,100000,L,84
1910,725,1772,7,2,2007,184900,L,97
1927,728,1642,9,1,2007,145000,S,80
1925,702,1472,6,1,2007,125000,S,82
1910,616,1232,6,2,2007,114000,L,97
1900,662,2337,10,2,2007,90000,L,107
1910,926,1650,6,2,2007,144100,L,97
1880,1008,2210,8,1,2007,117500,S,127
1930,687,1358,6,1,2007,124500,S,77
1879,819,2454,8,2,2007,185000,L,128
1910,1214,2291,9,2,2007,133900,L,97
1926,1149,1616,5,1,2007,152000,S,81
1948,1559,1559,5,2,2007,153500,L,59
1890,718,2554,8,2,2007,159500,L,117
1930,912,1248,6,1,2007,87000,S,77
1956,0,968,5,1,2007,104500,S,51
1949,0,1382,6,1,2007,110000,S,58
1925,756,1060,6,1,2007,136500,S,82
1950,910,1435,6,1,2007,128250,S,57
1920,915,1167,6,2,2007,144000,L,87
1923,1065,1635,6,2,2007,210000,L,84
1939,728,1274,6,1,2007,135000,S,68
1939,600,1232,6,1,2007,128000,S,68
1941,735,1218,6,2,2007,131000,L,66
1939,884,884,5,1,2007,113000,S,68
1938,861,1409,6,2,2007,126000,L,69
1939,672,1322,7,1,2007,132000,S,68
1930,966,1426,6,1,2007,131750,S,77
1926,756,1281,6,2,2007,132500,L,81
1920,939,1513,8,1,2007,137500,S,87
1929,832,854,5,2,2007,132000,L,78
1931,884,1367,6,1,2007,127500,S,76
1926,960,986,5,1,2007,102000,S,81
1918,1100,2264,8,1,2007,200000,S,89
1919,764,1824,8,2,2007,180500,L,88
1920,768,1376,7,2,2007,165000,L,87
1926,750,1316,7,2,2007,90000,L,81
1915,698,1396,7,1,2007,153575,S,92
1929,672,1344,6,2,2007,140000,L,78
1916,714,2526,10,1,2007,136000,S,91
1901,592,1173,7,1,2007,113000,S,106
1901,969,1214,6,1,2007,117000,S,106
1931,1040,1818,7,1,2007,169500,S,76
1930,637,1108,6,1,2007,139400,S,77
1963,741,2294,9,2,2007,202500,L,44
1914,684,1355,7,0,2007,127000,S,93
1937,780,1375,6,1,2007,141000,S,70
1950,976,1952,8,1,2007,212300,S,57
1915,1138,2180,7,2,2007,161000,L,92
1958,808,1315,5,2,2007,99500,L,49
1920,530,1111,6,1,2007,101000,S,87
1916,1196,1196,5,2,2007,109900,L,91
1941,720,1382,7,2,2007,128500,L,66
1910,925,1889,9,1,2007,122000,S,97
1930,672,840,5,0,2007,87000,S,77
1910,771,1484,6,1,2007,50000,S,97
1937,1005,2267,7,2,2007,219000,L,70
1946,1598,3086,12,0,2007,200500,S,61
1940,756,1134,7,1,2007,126000,S,67
1942,672,1282,4,1,2007,108500,S,65
1963,925,999,6,1,2007,130000,S,44
1964,1420,1452,6,2,2007,158450,L,43
1964,1005,1005,5,2,2007,115400,L,43
1961,1029,1029,5,1,2007,118500,S,46
1964,980,1020,5,2,2007,165000,L,43
1966,1040,1040,6,1,2007,123000,S,41
1966,814,913,6,1,2007,129000,S,41
1966,894,894,5,1,2007,125000,S,41
1968,948,948,6,1,2007,108000,S,39
1971,768,868,6,2,2007,119900,L,36
1968,876,897,5,1,2007,115000,S,39
1967,943,943,5,2,2007,134500,L,40
1966,955,955,6,1,2007,127000,S,41
1968,894,894,5,2,2007,129000,L,39
1977,660,1285,7,2,2007,143500,L,30
1966,912,912,6,1,2007,129000,S,41
1956,1240,1375,6,1,2007,187000,S,51
1920,671,2654,11,2,2007,158000,L,87
1918,816,1416,7,2,2007,112000,L,89
1940,680,1302,6,1,2007,165250,S,67
1954,967,1299,6,2,2007,150000,L,53
1958,1158,1176,6,1,2007,137000,S,49
1945,0,998,5,2,2007,89500,L,62
1971,1643,1824,5,2,2007,302000,L,36
1984,1190,1522,7,2,2007,182000,L,23
1988,1151,2060,8,2,2007,211000,L,19
1948,409,1325,6,2,2007,216000,L,59
1953,1073,1630,6,2,2007,130000,L,54
1946,484,1242,4,1,2007,109900,S,61
1954,1288,2422,6,2,2007,255000,L,53
1950,1202,2158,7,2,2007,243000,L,57
1954,988,1626,6,1,2007,154000,S,53
1958,864,864,6,1,2007,118000,S,49
1958,0,943,5,1,2007,80000,S,49
1977,1440,1440,8,0,2007,150000,S,30
1920,528,605,5,0,2007,86000,S,87
1984,1038,1038,5,1,2007,130000,S,23
1951,1342,1342,7,1,2007,125000,S,56
1951,1080,1480,7,1,2007,136500,S,56
1920,951,1362,7,1,2007,96000,S,87
1957,0,1340,7,1,2007,120000,S,50
1984,1105,1822,7,2,2007,228500,L,23
1990,910,1442,6,2,2007,179900,L,17
1990,700,2243,8,3,2007,225000,L,17
1986,1502,2730,8,2,2007,301000,L,21
1991,1104,2127,8,3,2007,238000,L,16
1989,807,1982,7,2,2007,228500,L,18
1994,779,1958,7,2,2007,220000,L,13
2007,1264,2696,10,3,2007,383970,L,0
2006,1466,2828,11,3,2007,424870,L,1
2007,1643,1651,7,3,2007,250000,L,0
2006,2140,2140,8,3,2007,360000,L,1
2006,1494,1494,7,3,2007,279500,L,1
2007,1316,1316,6,2,2007,200141,L,0
2007,1643,1651,7,3,2007,246500,L,0
2007,1482,2574,10,3,2007,276000,L,0
2005,1274,1274,6,2,2007,203000,L,2
2006,728,1456,8,2,2007,155835,L,1
2006,1240,1240,5,3,2007,194000,L,1
2007,1208,1208,6,2,2007,195400,L,0
2005,1546,1546,7,3,2007,217000,L,2
2006,1489,1500,7,2,2007,212999,L,1
2005,1270,1270,6,2,2007,175900,L,2
2005,879,1795,7,2,2007,191000,L,2
2006,1314,1314,6,2,2007,176432,L,1
1988,1157,2062,7,2,2007,277000,L,19
1988,929,1873,7,2,2007,207000,L,19
1958,1444,2144,7,2,2007,277000,L,49
1992,1580,1953,9,2,2007,240000,L,15
1966,832,2087,9,2,2007,187500,L,41
1976,966,1743,5,2,2007,279000,L,31
1994,1022,1022,6,2,2007,139500,L,13
1994,990,990,5,1,2007,126000,S,13
1995,1200,1200,6,2,2007,177500,L,12
1997,635,1308,6,2,2007,175000,L,10
1998,794,1796,7,2,2007,211000,L,9
1994,990,990,5,1,2007,146000,S,13
1996,1097,1097,6,1,2007,147900,S,11
1994,990,990,5,0,2007,123600,S,13
1997,824,1786,7,2,2007,204750,L,10
1999,988,1873,7,2,2007,235500,L,8
1998,853,1753,7,2,2007,217000,L,9
2001,845,1690,7,2,2007,190550,L,6
2000,985,1842,7,2,2007,217500,L,7
2003,1453,1479,7,2,2007,226000,L,4
2003,840,1668,8,2,2007,180000,L,4
1974,864,894,5,2,2007,131000,L,33
1976,1015,1025,6,2,2007,153500,L,31
1977,995,1009,6,2,2007,160000,L,30
1977,1040,1040,5,2,2007,134900,L,30
1977,876,907,5,1,2007,130000,S,30
1975,864,879,5,2,2007,120000,L,32
1972,882,882,5,2,2007,112500,L,35
1975,969,969,5,2,2007,122000,L,32
1972,864,864,5,2,2007,127000,L,35
1972,385,875,5,2,2007,117000,L,35
2004,2000,2000,8,3,2007,305900,L,3
2002,1284,2169,7,2,2007,228500,L,5
2000,1673,1673,7,2,2007,270000,L,7
2002,1459,1459,6,2,2007,192000,L,5
2003,979,1932,7,2,2007,213000,L,4
2002,860,1729,7,2,2007,200000,L,5
1998,1028,2452,9,2,2007,267000,L,9
1994,1556,1592,7,2,2007,228000,L,13
2001,1531,2439,7,2,2007,275000,L,6
1996,860,1992,7,2,2007,211000,L,11
2002,1626,1668,7,3,2007,285000,L,5
1995,1220,2090,8,2,2007,240000,L,12
2003,848,848,3,2,2007,131500,L,4
1999,1341,1341,5,2,2007,246900,L,8
2003,847,1928,8,2,2007,219500,L,4
2003,1337,1337,6,2,2007,185000,L,4
2007,738,1476,7,2,2007,179400,L,0
2006,939,1797,8,2,2007,213500,L,1
2004,1422,1422,7,2,2007,179600,L,3
2005,1169,1190,5,2,2007,173500,L,2
2006,1330,1330,6,2,2007,167840,L,1
2006,738,1491,7,2,2007,168675,L,1
2005,768,1536,6,2,2007,167000,L,2
1965,1214,1214,6,2,2007,140000,L,42
1967,936,936,4,1,2007,118500,S,40
1963,1088,1088,4,2,2007,110000,L,44
1965,960,960,6,1,2007,94750,S,42
1925,901,1351,7,2,2007,122000,L,82
1960,1179,1179,5,2,2007,110000,L,47
1990,816,816,5,0,2007,118500,S,17
1976,960,1044,7,2,2007,133500,L,31
1976,1143,1113,6,1,2007,148000,S,31
1979,0,2233,11,2,2007,141000,L,28
2006,1125,1125,5,2,2007,155000,L,1
2005,1090,1090,5,2,2007,157000,L,2
2005,734,1408,6,2,2007,171500,L,2
2005,547,1072,5,2,2007,140000,L,2
1959,960,960,4,1,2007,131750,S,48
1955,0,1152,6,0,2007,61500,S,52
1954,864,948,5,1,2007,111000,S,53
1946,1195,1195,8,0,2007,98500,S,61
1931,544,774,6,0,2007,79000,S,76
1920,660,865,4,1,2007,108500,S,87
1954,894,894,5,2,2007,110000,L,53
1910,560,1346,6,1,2007,112000,S,97
1955,768,768,4,1,2007,125000,S,52
1955,864,864,5,2,2007,79275,L,52
1954,948,948,5,1,2007,119000,S,53
1923,1296,2592,12,0,2007,150000,S,84
1923,602,1502,7,1,2007,165000,S,84
1926,768,789,5,1,2007,96500,S,81
1926,1290,1422,6,1,2007,136500,S,81
1921,651,1298,8,1,2007,146500,S,86
1937,731,1768,7,1,2007,175000,S,70
1930,531,1098,5,1,2007,148500,S,77
1921,585,1436,7,1,2007,141500,S,86
1918,912,1426,7,1,2007,189950,S,89
1926,686,1461,6,1,2007,135000,S,81
1941,918,1646,7,1,2007,164000,S,66
1913,440,694,4,1,2007,90350,S,94
1910,661,1250,8,2,2007,139000,L,97
1938,920,954,5,1,2007,119750,S,69
1946,979,1958,8,2,2007,145000,L,61
1949,1001,2002,8,3,2007,145000,L,58
1927,851,1718,8,2,2007,238000,L,80
1951,0,1226,7,2,2007,153500,L,56
1918,1370,2624,10,3,2007,239000,L,89
1934,965,3194,10,2,2007,359100,L,73
1930,930,1755,7,1,2007,188000,S,77
1932,854,1991,7,2,2007,220000,L,75
1941,728,1355,5,2,2007,140000,L,66
1932,853,2727,10,2,2007,315000,L,75
1945,1028,2320,9,1,2007,259500,S,62
1957,1477,1839,7,2,2007,257500,L,50
1940,800,1740,6,1,2007,219500,S,67
1953,1809,2259,7,2,2007,217000,L,54
1960,1560,1560,6,2,2007,201000,L,47
1968,1488,1488,7,2,2007,215000,L,39
1980,516,1045,5,2,2007,123900,L,27
1995,1680,1680,7,2,2007,170000,L,12
1988,1004,1020,4,2,2007,200000,L,19
1971,1696,1696,7,2,2007,198000,L,36
1957,2035,2515,9,2,2007,200624,L,50
1986,279,2726,6,2,2007,315000,L,21
1919,793,1517,7,0,2007,115000,S,88
1940,720,1215,6,2,2007,141000,L,67
1941,720,803,5,2,2007,87000,L,66
1925,936,1601,6,0,2007,129850,S,82
1939,732,1123,4,1,2007,100000,S,68
1923,859,1828,6,.,2007,150909,.,84
1922,816,816,5,1,2007,75200,S,85
1920,1012,1012,6,1,2007,118400,S,87
1920,961,1077,6,1,2007,67000,S,87
1950,910,1558,6,1,2007,152000,S,57
1939,0,845,4,1,2007,68104,S,68
1895,957,1991,9,0,2007,119600,S,112
1957,1073,1073,6,2,2007,140000,L,50
1930,837,1001,5,1,2007,124900,S,77
2006,1573,1625,5,2,2007,375000,L,1
2006,1573,1625,5,2,2007,235000,L,1
1979,1001,1299,5,2,2007,183500,L,28
1978,888,912,5,2,2007,156000,L,29
1983,1084,1080,5,2,2007,134000,L,24
2002,1441,1392,6,3,2007,215000,L,5
2002,1409,1409,4,2,2007,245000,L,5
1991,1454,1478,6,2,2007,210000,L,16
1975,852,918,4,1,2007,148000,S,32
1974,970,1026,5,2,2007,143000,L,33
1987,1501,1501,5,2,2007,244000,L,20
1998,1502,1502,5,1,2007,330000,S,9
1959,1350,1328,5,1,2007,170000,S,48
1958,585,2279,7,2,2007,257000,L,49
2006,1689,1689,7,2,2007,231713,L,1
2006,1546,1564,6,2,2007,267300,L,1
2006,1476,1484,6,2,2007,265900,L,1
2007,1571,1571,7,3,2007,239000,L,0
2006,1638,1646,6,3,2007,248900,L,1
1985,1265,1240,6,2,2007,174000,L,22
1990,1156,1717,7,2,2007,187500,L,17
1996,872,1756,7,2,2007,204000,L,11
2001,1267,1312,5,2,2007,180500,L,6
2003,868,1146,6,2,2007,187500,L,4
2002,1922,1922,6,3,2007,282000,L,5
1996,1491,1491,7,2,2007,178000,L,11
2002,1616,1629,9,3,2007,270000,L,5
2003,1122,2486,10,2,2007,279900,L,4
1963,1572,1572,5,3,2007,186700,L,44
2006,1732,1776,7,3,2007,283463,L,1
2006,1824,1824,8,3,2007,392000,L,1
2005,1094,2482,9,3,2007,281213,L,2
2007,1120,1120,6,0,2007,147000,S,0
1953,0,2034,9,4,2007,130000,L,54
1996,920,936,3,2,2007,140000,L,11
1963,1064,1040,5,2,2007,132250,L,44
1967,1632,1632,8,2,2007,143000,L,40
1961,1249,1622,7,4,2007,168000,L,46
1976,1040,1060,6,2,2007,129900,L,31
1976,1142,1142,6,2,2007,134000,L,31
1972,546,1092,5,1,2007,85500,S,35
1970,530,992,4,1,2007,106500,S,37
1970,546,1092,5,0,2007,93900,S,37
1970,546,1092,6,1,2007,75000,S,37
1970,630,630,3,0,2007,84500,S,37
1976,546,1092,6,1,2007,75190,S,31
1976,1029,1062,5,2,2007,146800,L,31
1977,923,1008,4,2,2007,153500,L,30
1977,1244,1356,6,2,2007,188000,L,30
1977,1160,1676,6,2,2007,196000,L,30
1977,716,1432,6,2,2007,157000,L,30
1971,796,796,5,0,2007,138000,S,36
1970,768,768,5,2,2007,129500,L,37
1961,1396,1608,6,1,2007,80000,S,46
1982,845,845,4,2,2007,129500,L,25
1976,1090,1178,6,2,2007,135000,L,31
1982,816,816,5,1,2007,124500,S,25
1983,816,816,4,1,2007,139000,S,24
1991,974,974,5,0,2007,93500,S,16
1984,864,887,5,1,2007,124500,S,23
1954,1178,1293,5,2,2006,149900,L,52
1956,1008,1024,5,1,2006,157500,S,50
1957,1617,1797,7,3,2006,169000,L,49
1957,1705,1390,4,2,2006,252000,L,49
1969,1851,1851,8,2,2006,192100,L,37
1997,813,1525,6,2,2006,183500,L,9
1997,964,2236,8,2,2006,222000,L,9
1995,781,1671,7,2,2006,170000,L,11
1995,691,1498,6,2,2006,187500,L,11
1996,821,1776,7,2,2006,202000,L,10
1997,802,1511,8,2,2006,185000,L,9
2005,1392,2462,9,2,2006,320000,L,1
2006,1670,1670,7,3,2006,240000,L,0
2005,1074,2064,7,2,2006,250000,L,1
2005,893,1801,8,3,2006,239900,L,1
2005,1700,2212,9,3,2006,309000,L,1
2006,868,2021,9,2,2006,274725,L,0
1994,2062,2687,9,2,2006,270000,L,12
1993,1160,1169,6,2,2006,183500,L,13
1993,697,1501,6,2,2006,165600,L,13
1998,935,1632,8,2,2006,176500,L,8
1987,1191,1204,5,2,2006,130000,L,19
1987,1064,1767,5,2,2006,239000,L,19
1985,1742,1742,5,2,2006,275000,L,21
2005,1398,2798,11,3,2006,457347,L,1
2006,1528,3390,10,3,2006,545224,L,0
2006,1094,2473,11,3,2006,356383,L,0
2005,1992,2868,11,3,2006,556581,L,1
2006,1234,2576,10,3,2006,361919,L,0
2006,1850,2698,11,3,2006,535000,L,0
2005,1390,2795,10,3,2006,401179,L,1
2006,1410,2945,10,3,2006,438780,L,0
1948,0,2320,7,2,2006,169000,L,58
1955,1056,1056,5,2,2006,145000,L,51
2005,1714,1714,7,2,2006,318000,L,1
2005,1814,1826,7,3,2006,319000,L,1
2005,1910,2000,8,3,2006,470000,L,1
1984,1208,1621,8,2,2006,202500,L,22
1988,1204,2183,9,3,2006,229000,L,18
1977,795,2263,9,2,2006,235000,L,29
1976,796,1574,6,2,2006,190000,L,30
1980,988,1102,5,2,2006,169000,L,26
1988,1845,1872,6,2,2006,241500,L,18
1978,945,1857,8,2,2006,188900,L,28
1980,1686,1686,7,2,2006,207500,L,26
1978,1392,2784,12,2,2006,250000,L,28
1975,713,1552,6,2,2006,179900,L,31
1976,1047,1083,5,2,2006,172000,L,30
2005,960,2318,8,2,2006,294323,L,1
1975,675,1875,8,2,2006,184500,L,31
1975,1056,1074,6,2,2006,153500,L,31
1976,832,1664,8,2,2006,162900,L,30
1974,1040,1309,5,2,2006,181000,L,32
1974,1103,1103,6,2,2006,155000,L,32
1969,1096,1096,6,1,2006,138800,S,37
1970,864,864,5,1,2006,116050,S,36
1971,858,858,5,0,2006,88000,S,35
1971,864,874,5,2,2006,97500,L,35
2002,1487,1419,4,2,2006,190000,L,4
1973,525,1092,6,2,2006,105500,L,33
1973,765,1365,7,2,2006,125500,L,33
1973,483,987,5,1,2006,83000,S,33
1972,494,1030,6,1,2006,116000,S,34
1971,672,1218,7,0,2006,91500,S,35
1972,672,1218,7,1,2006,118000,S,34
1972,483,948,5,1,2006,89000,S,34
1972,525,1092,6,1,2006,108000,S,34
1972,483,987,5,1,2006,94500,S,34
1975,1069,1069,4,2,2006,146300,L,31
1967,943,1387,6,1,2006,145000,S,39
1967,864,900,6,1,2006,123000,S,39
1976,1055,1055,4,1,2006,137500,S,30
1976,855,1456,6,2,2006,144000,L,30
2004,1980,1980,8,3,2006,315000,L,2
2006,1738,2589,11,3,2006,412083,L,0
2006,1249,2596,9,3,2006,342643,L,0
2004,1618,1618,6,3,2006,252000,L,2
2006,2076,2076,7,3,2006,465000,L,0
2006,1721,1740,8,3,2006,293000,L,0
2005,1868,1868,7,3,2006,415000,L,1
2004,1833,1850,8,3,2006,326000,L,2
2005,1158,2376,9,3,2006,325300,L,1
2004,1117,2452,9,3,2006,309000,L,2
2005,1090,2206,10,3,2006,300000,L,1
2005,1030,2098,8,3,2006,275500,L,1
2005,1606,2091,8,2,2006,338500,L,1
2005,1175,2324,11,3,2006,345000,L,1
2005,1209,2253,8,2,2006,344133,L,1
2006,1054,2389,10,3,2006,298236,L,0
2005,1524,2358,10,3,2006,329900,L,1
2003,1896,1944,8,3,2006,360000,L,3
2006,1085,1970,8,3,2006,281000,L,0
2005,1792,1792,6,3,2006,372397,L,1
2004,1780,1780,7,3,2006,378000,L,2
2003,1792,1792,6,3,2006,374000,L,3
2005,1848,2728,10,3,2006,437154,L,1
2005,1058,1904,8,2,2006,275000,L,1
2004,1420,1914,9,3,2006,279000,L,2
2005,1364,1364,6,2,2006,185850,L,1
2005,1560,1565,6,2,2006,282500,L,1
2005,1368,1368,6,2,2006,202500,L,1
2005,1368,1368,6,2,2006,202665,L,1
2006,1686,1686,6,3,2006,332200,L,0
2006,1666,1666,6,2,2006,310090,L,0
2003,1405,1405,6,2,2006,171750,L,3
2005,1316,1316,6,2,2006,169990,L,1
2005,728,1456,8,2,2006,170440,L,1
2006,738,1492,8,2,2006,169985,L,0
2006,654,1496,7,2,2006,179665,L,0
2006,879,1863,9,3,2006,219210,L,0
2006,1326,1326,6,2,2006,174190,L,0
2006,728,1456,8,2,2006,172785,L,0
2004,1052,2373,9,3,2006,258000,L,2
2006,738,1492,8,2,2006,185101,L,0
2006,1220,1364,6,2,2006,210250,L,0
2003,1374,1557,7,2,2006,234000,L,3
2003,1273,1456,7,2,2006,215000,L,3
2002,1368,1511,5,2,2006,246990,L,4
2004,1375,1414,6,2,2006,178740,L,2
2004,1365,1548,7,2,2006,225000,L,2
2005,1248,1248,5,2,2006,167240,L,1
2005,1142,1142,6,2,2006,156820,L,1
2005,1362,1506,6,2,2006,213490,L,1
2006,1520,1567,7,3,2006,264561,L,0
2006,1356,1500,6,3,2006,246578,L,0
2005,732,1838,7,2,2006,192140,L,1
2002,783,1509,7,2,2006,183200,L,4
2004,707,1414,6,2,2006,178000,L,2
2004,848,1598,7,2,2006,201490,L,2
2000,1406,1936,7,2,2006,230500,L,6
2003,783,1509,8,2,2006,180000,L,3
2000,953,1664,7,2,2006,172400,L,6
2000,982,1889,9,2,2006,215000,L,6
1998,930,1886,10,2,2006,199900,L,8
2000,959,1671,7,2,2006,173000,L,6
2006,1035,2322,8,3,2006,287602,L,0
1999,975,2291,8,2,2006,230000,L,7
1997,1396,2392,7,3,2006,348000,L,9
1998,1044,1976,7,3,2006,286000,L,8
2000,1160,2234,7,3,2006,300000,L,6
1995,1930,3627,10,3,2006,625000,L,11
2000,1540,2855,9,3,2006,405000,L,6
1998,1086,1924,7,2,2006,280000,L,8
1998,1141,2263,10,2,2006,258000,L,8
1995,1342,2726,9,3,2006,350000,L,11
1993,1733,3500,11,3,2006,584500,L,13
1994,1290,2494,9,3,2006,321000,L,12
1994,1165,2526,8,3,2006,290000,L,12
1993,1286,2799,8,3,2006,315000,L,13
2005,1100,1964,8,2,2006,252000,L,1
2006,1670,1670,6,3,2006,336820,L,0
2005,2077,2097,8,3,2006,423000,L,1
2006,1660,1660,8,2,2006,290000,L,0
2005,1616,1616,7,3,2006,232000,L,1
2006,1504,1504,7,2,2006,199000,L,0
2006,1278,1278,5,2,2006,198600,L,0
2006,2036,2640,11,3,2006,405749,L,0
2006,1489,1489,7,2,2006,232600,L,0
2006,1095,1939,8,3,2006,266000,L,0
2005,756,1553,6,2,2006,186500,L,1
2005,858,1716,7,2,2006,200825,L,1
2006,770,1576,6,2,2006,197000,L,0
2006,1262,1262,5,2,2006,185000,L,0
2005,1257,1266,6,2,2006,176000,L,1
2006,1293,1301,5,2,2006,187750,L,0
2005,1142,1142,5,0,2006,139500,S,1
2005,1400,1400,6,2,2006,186800,L,1
2005,1131,1131,6,0,2006,132000,S,1
2005,1141,1141,6,2,2006,142500,L,1
2004,1158,1158,5,2,2006,158000,L,2
2005,891,1686,8,2,2006,184000,L,1
2005,784,1585,7,2,2006,184900,L,1
1997,941,1837,7,2,2006,187000,L,9
1992,761,1603,7,2,2006,175900,L,14
1992,836,1731,7,2,2006,248500,L,14
1990,1398,1398,5,2,2006,172000,L,16
1991,1217,1217,5,2,2006,151000,L,15
1994,636,1320,6,2,2006,150000,L,12
1966,1056,1056,5,1,2006,107000,S,40
1965,828,965,6,1,2006,119900,S,41
1962,988,988,6,2,2006,129500,L,44
1963,1728,1728,10,2,2006,125000,L,43
1977,0,1654,10,2,2006,119500,L,29
1962,864,1211,6,2,2006,144000,L,44
1977,506,1212,6,2,2006,151000,L,29
1965,984,984,5,1,2006,126000,S,41
1968,882,909,5,1,2006,116000,S,38
1963,925,925,5,2,2006,133500,L,43
1965,1024,1024,5,1,2006,120875,S,41
1965,935,935,5,1,2006,137000,S,41
1964,912,912,6,0,2006,124000,S,42
